ID;Name_NED;reference;RA (hms);Dec (dms);zbest;zspec;zIRS;source type;MIR_class;refmag;refmag_flag;Rband_name;Rband_flux;Rband_eflux;Kband_name;Kband_flux;Kband_eflux;IRAC1_flux;IRAC1_eflux;IRAC4_flux;IRAC4_eflux;24um_name;24um_flux;24um_eflux;70um_name;70um_flux;70um_eflux;1.4GHz_name;1.4GHz_flux;1.4GHz_eflux;lambda_min;lambda_max;lrest_min;lrest_max;nuLnu2.2;enuLnu2.2;nuLnu3.6;enuLnu3.6;nuLnu5.6;enuLnu5.6;nuLnu7.0;enuLnu7.0;nuLnu9.0;enuLnu9.0;nuLnu10.0;enuLnu10.0;nuLnu12.0;enuLnu12.0;nuLnu14.0;enuLnu14.0;nuLnu15.0;enuLnu15.0;nuLnu18.0;enuLnu18.0;nuLnu20.0;enuLnu20.0;nuLnu25.0;enuLnu25.0;C7-10-14;flagsil;Ssil;eSsil;lambdasil;elambdasil;continuumsil;econtinuumsil;peaksil;epeaksil;EWsil;eEWsil;Integralsil;eIntegralsil;SNRsil;flag62;L62;eL62;EW62;eEW62;Lcont62;eLcont62;f62;ef62;snr62;flag113;L113;eL113;EW113;eEW113;Lcont113;eLcont113;f113;ef113;snr113;5-15um coverage;Lum5-15;rAGN;erAGN;LumAGN;eLumAGN;rHII;erHII;LumHII;eLumHII;rPDR;erPDR;LumPDR;eLumPDR;tau97;etau97;chisq_decomp;redchisq;BIBCODE;AGNtype;Sy1;Sy1.X;Sy2;LINER;QSO;QSO2;Starburst;ULIRG;SMG;other
(hms);(dms);;;;;;(AB mag);;;(Jy);(Jy);;(Jy);(Jy);(Jy);(Jy);(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);(micron);(micron);(micron);(micron);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);;;;;(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(micron);(micron);(erg/s);(erg/s);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;(%);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;;;;;;;;;;;;;;;;;
2M095504+170556;2MASSi J0955045+170556;Shi06;09:55:04.50;+17:05:56.0;0.139;0.139; ;S1;MIR_AGN1;18.37;V;r (SDSS Model) AB;3.63E-4;1.95E-6; ; ; ; ; ; ; ;IRS;0.020556;2,24E+11; ; ; ;NVSS; ; ;5.69;34.17;49.956.107;30.0; ; ; ; ;1,99E+47;1,42E+46;1,67E+47;6,98E+45;1,73E+47;6,45E+45;1.82E44;4,83E+45;1.63E44;5.75E42;1,55E+47;2,83E+45;1,65E+47;3,11E+45;1,58E+47;4,99E+45;1,43E+47;3,30E+45;1,04E+47;2,37E+45;0.13554527474408806;0;0.124;0.08;10.5;0.0;1,98E+46;6,07E+44;2.6E42;1,76E+45;0.22;0.09;4,57E+45;1,79E+45;2.56;0;2,43E+44;3,15E+45;0.0079;0.1028;3,06E+46;3,48E+45;4,76E-12;6,17E-11;0.07715859618386474;2;-2,79E+44;6,40E+44;-0.0174;0.04;1,60E+46;6,58E+44;-5,48E-12;1,26E-11;0.4365445884947436;100.0;2,19E+47;0.914;0.019;2,00E+47;4.19E42;0.072;0.013;1,58E+46;2,81E+45;0.014;0.011;2,95E+45;2,30E+45;-0.127;0.045;55.15;0.88;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2M102724+121920;2MASSi J1027249+121920;Shi06;10:27:25.00;+12:19:20.0;0.231;0.231; ;S1.5;MIR_AGN2;18.38;V;r (SDSS Petrosian)AB;3.78E-4;1.98E-6; ; ; ; ; ; ; ;IRS;0.098539;4,59E+12; ; ; ;FIRST;0.00786;1,39E+12;6.155;36.924;50.000.005;29.995.127; ; ; ; ;1,56E+48;9,24E+46;1,59E+48;3,85E+46;1,53E+48;3,53E+46;1,48E+48;2,73E+46;1,67E+48;1,96E+46;1,77E+48;1,70E+46;1,82E+48;1,95E+46;1,94E+48;2,00E+46;1,97E+48;1,57E+46;1.9E45;1.66E43;-0.139075880834033;0;-0.167;0.05;9.8;0.0;2.65E44;4,57E+45;-4,07E+46;1,17E+46;-0.244;0.031;-6,42E+46;9.0E42;7.13;0;1.02E42;1,15E+46;0.0041;0.0466;2,48E+47;1,62E+46;6.47E-15;7,32E-11;0.08841213571564954;0;5,32E+45;3,57E+45;0.0372;0.025;1.43E44;3,29E+45;3,38E-11;2,27E-11;14.898.499.211.616.400;9.999.999.523.162.840;2.22E45;0.815;0.011;1,81E+48;2,45E+46;0.161;0.0060;3,58E+47;1,38E+46;0.024;0.0060;5,36E+46;1,35E+46;0.157;0.022;65.72;1.06;2006ApJ...653..127S;type1.x;false;true;false;false;false;false;false;false;false;false
2M105144+353930;2MASX J10514428+3539304;Shi06;10:51:44.20;+35:39:31.0;0.158;0.158; ;S1.9;MIR_AGN2;18.6;V;r (SDSS Petrosian)AB;4.31E-4;7.14E-6;K_s_total (2MASS);0.00332;3.07E-4; ; ; ; ;IRS;0.036107;2,40E+12; ; ; ;FIRST;0.012;1,40E+12;5.785;34.74;49.956.822;30.000.002; ; ; ; ;2,56E+47;1,86E+46;2.39E44;8,34E+45;2,11E+47;8,46E+45;2,03E+47;6,25E+45;2,77E+47;7,31E+45;2,90E+47;3,80E+45;3,13E+47;4,59E+45;3,33E+47;5,08E+45;3,00E+47;4.24E42;2,97E+47;3,48E+45;-0.28153283686690195;0;-0.27;0.1;9.8;0.0;3,42E+46;1,59E+45;-8.07E42;2,84E+45;-0.327;0.079;-1,11E+46;3,21E+45;3.46;2;-1,00E+45;3.73E42;-0.0245;0.0913;4,09E+46;3,51E+45;-1,48E-11;5,53E-11;0.2685000911859227;0;6,76E+44;9,28E+44;0.0305;0.0419;2,22E+46;9,16E+44;1,00E-11;1,38E-11;0.7287272606308024;100.0;3,13E+47;0.781;0.015;2,44E+47;4,58E+45;0.208;0.01;6,49E+46;2,97E+45;0.012;0.0090;3,70E+45;2,69E+45;0.38;0.034;30.65;0.49;2006ApJ...653..127S;type1.x;false;true;false;false;false;false;false;false;false;false
2M125807+232921;FBQS J125807.4+232921;Shi06;12:58:07.40;+23:29:22.0;0.259;0.259; ;Q;MIR_AGN2;17.4;O;r (SDSS PSF) AB;5.84E-4;1.18E-5; ; ; ; ; ; ; ;IRS;0.08847400000000001;2,86E+11; ; ; ;FIRST;0.00371;1,37E+12;6.289;36.823;4.995.234;29.247.816; ; ; ; ;2,34E+48;8,81E+46;2,64E+48;3,96E+46;2,39E+48;3,33E+46;2,15E+48;2,61E+46;2,50E+48;1,53E+46;2,55E+48;1,47E+46;2,46E+48;1,67E+46;2,27E+48;1,63E+46;2,28E+48;1.28E43;2,16E+48;1,52E+46;-0.2055697015734274;0;-0.254;0.035;9.8;0.0;4,44E+47;4,37E+45;-9,95E+46;1,28E+46;-0.381;0.019;-1,67E+47;9.45E42;17.67;2;-2.7E42;8,91E+45;-0.0067;0.0222;4,02E+47;1,17E+46;-1,32E-11;4,35E-11;0.30293981124822383;0;1,33E+45;3,13E+45;0.0065;0.0151;2,07E+47;3.02E42;6,51E-12;1,53E-11;0.4260300923271446;100.0;3,48E+48;0.818;0.0050;2,85E+48;1,86E+46;0.133;0.0030;4,62E+47;1,16E+46;0.049;0.0030;1,71E+47;1.06E43;0.245;0.016;496.17;7.88;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2M130005+163214;2MASX J13000533+1632151;Shi06;13:00:05.30;+16:32:15.0;0.08;0.08; ;S1i;MIR_AGNx;17.1;V;r (SDSS Model) AB;0.0024;6.91E-6;K_s_total (2MASS);0.0165;9.06E-4; ; ; ; ;IRS;0.034527;5,19E+11; ; ; ;FIRST;0.01134;1,38E+12;5.395;32.4;49.953.704;30.0; ; ; ; ;1,04E+47;1,39E+46;1,02E+47;1,30E+46;8.92E43;6,00E+45;9,31E+46;4,12E+45;9,88E+46;4,85E+45;8,63E+46;2,00E+45;8,68E+46;2,01E+45;8,31E+46;2,73E+45;7,60E+46;2,34E+45;5.74E43;1,59E+45;-0.006377108457365336;0;-0.021;0.144;9.8;0.352;1,11E+46;1,24E+45;-2,30E+44;1,53E+45;-0.0080;0.179;-1,66E+44;2.07E42;0.08;2;-1,70E+44;2,94E+45;-0.0104;0.1795;1,64E+46;2,72E+45;-1,09E-11;1,89E-10;0.05781664381817291;0;1,51E+44;4,84E+44;0.0173;0.0555;8,72E+45;5,07E+44;9,66E-12;3,11E-11;0.3111397158201755;100.0;1,15E+47;0.897;0.035;1,03E+47;4,07E+45;0.076;0.021;8,75E+45;2,36E+45;0.027;0.017;3,05E+45;1,94E+45;-0.015;0.06;8.77;0.14;2006ApJ...653..127S;type2;false;false;false;false;false;true;false;false;false;false
2M140251+263117;2MASX J14025121+2631175;Shi06;14:02:51.20;+26:31:18.0;0.187;0.187; ;AG;MIR_AGN1;17.15;V;r (SDSS PSF) AB;7.11E-4;8.34E-6;K_s_total (2MASS);0.00656;4.17E-4; ; ; ; ;IRS;0.026161;3,83E+10; ; ; ;NVSS; ; ;5.93;35.61;49.957.876;30.0; ; ; ; ;6,07E+47;4,19E+46;5,56E+47;1,85E+46;4.96E44;1,80E+46;5,08E+47;1.38E43;4,54E+47;1,38E+46;4,01E+47;8,77E+45;3,99E+47;9,94E+45;3,77E+47;1,09E+46;3,22E+47;8,79E+45;2,45E+47;8,11E+45;0.08021788870490465;0;0.041;0.091;10.5;0.343;6,44E+46;5,53E+45;2,70E+45;6,36E+45;0.019;0.074;9,71E+44;4.99E42;0.19;2;-2,26E+45;6,97E+45;-0.0241;0.0742;9,40E+46;6,83E+45;-2,31E-11;7,11E-11;0.32442316200769966;0;1,21E+45;1,74E+45;0.0293;0.0421;4,14E+46;1,99E+45;1,24E-11;1,78E-11;0.6959458982526512;100.0;6,78E+47;0.979;0.01;6,63E+47;6,94E+45;0.0;0.0010;0.0;8.51E41;0.021;0.01;1,42E+46;6,66E+45;-0.066;0.029;20.24;0.32;2006ApJ...653..127S;no_AGN;false;false;false;false;false;false;false;false;false;true
2M150113+232908;2MASX J15011320+2329085;Shi06;15:01:13.20;+23:29:08.0;0.258;0.258; ;S1;MIR_AGN2;19.49;V;r (SDSS Model) AB;2.73E-4;2.01E-6;K_s_total (2MASS);0.00346;3.3E-4; ; ; ; ;IRS;0.060435;2,64E+12; ; ; ;FIRST;0.0039700000000000004;1.33E-4;6.29;36.989;5.0;29.403.019; ; ; ; ;1,22E+48;7.65E43;1,20E+48;3,30E+46;1.14E45;2,76E+46;1.16E45;2,21E+46;1,35E+48;1,38E+46;1.38E45;1,31E+46;1,46E+48;1.51E43;1,50E+48;1,49E+46;1,59E+48;1,17E+46;1,76E+48;1,42E+46;-0.11358446951765039;0;-0.125;0.046;9.8;0.0;2,08E+47;3,79E+45;-2,45E+46;8,44E+45;-0.179;0.038;-3,73E+46;8.25E42;4.52;0;1.53E42;7,99E+45;0.0077;0.0404;1,98E+47;1,12E+46;7,54E-12;3,94E-11;0.19153962177225797;0;1,49E+45;2.57E42;0.0128;0.0221;1,16E+47;2,98E+45;7,36E-12;1,27E-11;0.5808208477870446;100.0;1,76E+48;0.793;0.012;1,39E+48;2,04E+46;0.182;0.0060;3,20E+47;1,13E+46;0.025;0.0060;4,38E+46;1,12E+46;0.161;0.024;34.03;0.54;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2M151653+190048;2MASSi J1516532+190048;Shi06;15:16:53.20;+19:00:48.0;0.19;0.19; ;S1;MIR_AGN1;15.8;V;r (SDSS PSF) AB;0.00314;4.15E-5; ; ; ; ; ; ; ;IRS;0.151648;6,97E+11; ; ; ;NVSS; ; ;5.95;35.695;49.999.995;29.995.796; ; ; ; ;3,67E+48;1,23E+47;3,23E+48;4,83E+46;3,23E+48;5,32E+46;3,40E+48;4,14E+46;2,74E+48;3,25E+46;2,23E+48;1,60E+46;2,18E+48;1,83E+46;2,11E+48;1,97E+46;1,97E+48;1,65E+46;1,56E+48;1,44E+46;0.25585704292062034;0;0.22;0.044;10.5;0.0;3,57E+47;5,19E+45;8,78E+46;1,88E+46;0.407;0.052;1,57E+47;1,71E+46;9.2;2;-3,16E+45;2,17E+46;-0.0057;0.0392;5.55E44;2,35E+46;-3,11E-11;2.14E-13;0.1453738258777652;2;-1,68E+45;5,10E+45;-0.0063;0.0191;2,67E+47;5.2E42;-1,65E-11;5,02E-11;0.32915173648835727;100.0;4,02E+48;0.967;0.0040;3.89E45;1,69E+46;0.0;0.0;0.0;0.0;0.033;0.0040;1,33E+47;1,69E+46;-0.347;0.013;140.75;2.23;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2M163700+222114;2MASSi J1637002+222114;Shi06;16:37:00.20;+22:21:14.0;0.211;0.211; ;S1.5;MIR_AGN2;18.08;V;r (SDSS Petrosian)AB;3.04E-4;6.57E-6; ; ; ; ; ; ; ;IRAS 25 microns;0.0;-0.105;IRAS 60 microns;0.179;0.0358;FIRST;0.00139;1.44E-4;6.049;36.33;4.995.045;30.000.002; ; ; ; ;4,81E+47;4,46E+46;5,04E+47;1,67E+46;4.26E44;1,52E+46;4,04E+47;1,16E+46;5,46E+47;1,04E+46;4,96E+47;7,62E+45;4,80E+47;8,68E+45;4,86E+47;8,24E+45;4,76E+47;6,66E+45;5,40E+47;9,07E+45;-0.23019822060184078;0;-0.232;0.063;9.8;0.0;7,37E+46;2,03E+45;-1,53E+46;3,72E+45;-0.281;0.05;-2.08E43;4,14E+45;5.03;0;8,18E+45;6,96E+45;0.1072;0.0921;7,63E+46;8,52E+45;6,36E-11;5,42E-11;11.740.494.126.925.700;0;5,23E+45;1.83E42;0.119;0.0418;4,40E+46;1,57E+45;4,07E-11;1,42E-11;2.858.848.377.765.280;100.0;6,89E+47;0.71;0.017;4,89E+47;1,20E+46;0.161;0.0090;1,11E+47;6.26E42;0.129;0.01;8,86E+46;6,80E+45;0.277;0.034;90.97;1.44;2006ApJ...653..127S;type1.x;false;true;false;false;false;false;false;false;false;false
2M165939+183436;2MASSi J1659397+183436;Shi06;16:59:39.80;+18:34:37.0;0.17;0.17; ;S1;MIR_AGN1;18.09;V;r (SDSS Petrosian)AB;5.19E-4;2.62E-6; ; ; ; ; ; ; ;IRAS 25 microns;0.163;0.0178;IRAS 60 microns;0.277;0.0415;NVSS; ; ;5.845;35.1;49.957.266;30.0; ; ; ; ;1,06E+48;2,72E+46;1,18E+48;1.2E43;1,28E+48;1,41E+46;1,38E+48;1,10E+46;1,53E+48;1,17E+46;1,50E+48;5,72E+45;1,52E+48;7,69E+45;1,59E+48;7.71E42;1,60E+48;6,45E+45;1,49E+48;7,75E+45;0.039528406454463275;0;0.043;0.036;10.5;0.311;1,81E+47;5,55E+45;7,96E+45;6,94E+45;0.018;0.022;2,87E+45;4,16E+45;0.69;0;4,24E+45;4,87E+45;0.0234;0.0268;1,82E+47;5,59E+45;5,35E-11;6,13E-11;0.8723091509945315;0;3.4E42;1,70E+45;0.0258;0.0129;1.32E44;1,65E+45;4,29E-11;2,14E-11;20.032.726.597.952.000;100.0;1,71E+48;0.717;0.0060;1,23E+48;9,47E+45;0.24;0.0030;4,11E+47;5.18E42;0.043;0.0030;7,33E+46;5,25E+45;-0.099;0.012;304.35;4.83;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2M222554+195837;2MASX J22255423+1958372;Shi06;22:25:54.20;+19:58:37.0;0.147;0.147; ;S2;MIR_AGN2;18.8;V; ; ; ;K_s_total (2MASS);0.00411;3.96E-4; ; ; ; ;IRS;0.048098999999999996;2,53E+11; ; ; ;NVSS;0.0054;5.0E-4;5.73;34.41;4.995.641;30.000.002; ; ; ; ;3,61E+47;1.69E43;3,68E+47;8,08E+45;3,08E+47;7,84E+45;2,65E+47;5,69E+45;3,89E+47;7,22E+45;3,81E+47;3,45E+45;3,76E+47;4,97E+45;3.44E44;4,70E+45;3,45E+47;4,01E+45;3,59E+47;3,26E+45;-0.3755492341662634;0;-0.416;0.05;9.8;0.0;5,29E+46;1,10E+45;-1,80E+46;1,94E+45;-0.573;0.032;-3.0E43;2,26E+45;13.3;2;-1.58E41;4,15E+45;-0.0027;0.0713;5,82E+46;4,03E+45;-2,74E-12;7.2E-14;0.03809721996738923;0;1,03E+45;8,04E+44;0.0345;0.0268;3,00E+46;8,97E+44;1,80E-11;1,40E-11;12.865.329.831.050.200;100.0;4,56E+47;0.799;0.011;3,65E+47;5,01E+45;0.147;0.0050;6,71E+46;2,43E+45;0.054;0.0080;2,48E+46;3,44E+45;0.502;0.021;55.01;0.87;2006ApJ...653..127S;type2;false;false;false;false;false;true;false;false;false;false
2M234449+122143;2MASX J23444953+1221430;Shi06;23:44:49.50;+12:21:43.0;0.199;0.199; ;S1;MIR_AGN1;18.46;O; ; ; ;K_s_total (2MASS);0.00522;5.04E-4; ; ; ; ;IRS;0.06465000000000001;4,48E+11; ; ; ;NVSS; ; ;5.99;35.97;49.958.296;30.000.002; ; ; ; ;8,32E+47;4,96E+46;7,62E+47;2,18E+46;7,72E+47;2,16E+46;8,47E+47;1,71E+46;8,47E+47;1,67E+46;8,09E+47;1,28E+46;8,44E+47;1,49E+46;9,31E+47;1,33E+46;9,23E+47;1,09E+46;8,80E+47;1,07E+46;0.08169218768042893;0;0.116;0.058;10.5;0.0;1,06E+47;3,37E+45;1,30E+46;6,76E+45;0.191;0.074;2.08E43;7,50E+45;2.77;2;-1,93E+45;9,32E+45;-0.0154;0.0744;1,25E+47;9.35E42;-1,71E-11;8,27E-11;0.2066755293213329;0;1,31E+45;2,51E+45;0.0168;0.0323;7,76E+46;2,51E+45;1,16E-11;2,22E-11;0.5220323778339707;100.0;1,07E+48;0.849;0.012;9,04E+47;1,29E+46;0.142;0.0080;1,52E+47;8,53E+45;0.0090;0.0060;9,38E+45;6,74E+45;-0.131;0.027;25.25;0.4;2006ApJ...653..127S;type1;false;false;false;false;true;false;false;false;false;false
2QZJ023805.8-274337;2QZ J023805.8-274337;Maiolino07;02:38:05.80;-27:43:37.0;2.471;2.471; ;Q;unknown;17.85;P; ; ; ; ; ; ; ; ; ; ;IRS;0.003719;9,60E+10; ; ; ;NVSS; ; ;20.507;32.357;5.908.096;9.322.097; ; ; ; ; ; ;2,29E+49;9,98E+47;2,92E+49;1,22E+48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;3.414.000.988.006.590; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007A%26A...468..979M;type1;false;false;false;false;true;false;false;false;false;false
2QZJ222006.7-280324;2MASSi J2220067-280323;Maiolino07;22:20:06.70;-28:03:23.0;2.414;2.414; ;Q;unknown;16.1;R; ; ; ; ; ; ; ; ; ; ;IRS;0.016739;1,69E+12; ; ; ;NVSS; ; ;20.508;33.879;60.070.295;9.923.551; ; ; ; ; ; ;9.9E46;1,79E+48;1,13E+50;1,93E+48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;3.916.521.072.387.690; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007A%26A...468..979M;type1;false;false;false;false;true;false;false;false;false;false
2QZJ234510.3-293155;2QZ J234510.3-293155;Maiolino07;23:45:10.36;-29:31:54.7;2.382;2.382; ;Q;unknown;17.8;R; ; ; ; ; ; ; ; ; ; ;IRS;0.004432;9,70E+10; ; ; ;NVSS; ; ;20.505;32.866;606.298;9.717.918; ; ; ; ; ; ;2,53E+49;9,97E+47;2,93E+49;1,03E+48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3; ; ; ; ; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;-1; ; ; ; ; ; ; ; ; ;3.654.938.220.977.780; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2007A%26A...468..979M;type1;false;false;false;false;true;false;false;false;false;false
3C079;3C 079;Haas05;03:10:00.10;+17:05:58.0;0.256;0.256; ;S2;MIR_AGN2;18.1;V;F675W (HST);1.81E-4;-99.0;K_s_total (2MASS);0.0016;3.4E-4; ; ; ; ;24 microns;0.059000000000000004;0.015;70 microns;0.141;0.026;NVSS;48.665;0.1493000030517578;5.278;34.45;4.202.229;27.428.343; ; ; ; ;6,38E+47;7,43E+46;8,01E+47;2.72E43;8,59E+47;2,47E+46;9,09E+47;1.97E43;1,24E+48;2,13E+46;1,34E+48;2,14E+46;1,44E+48;2,43E+46;1,41E+48;1,41E+46;1,45E+48;1,11E+46;1,44E+48;1,30E+46;-0.1438884271062734;0;-0.144;0.078;9.8;0.0;1,64E+47;2,67E+45;-2,20E+46;1.11E43;-0.221;0.036;-3,61E+46;6,25E+45;5.78;0;1,04E+45;8,61E+45;0.0096;0.08;1,08E+47;1,18E+46;5,20E-12;4,32E-11;0.12019898689995494;0;6,94E+44;2,93E+45;0.0071;0.0301;9,74E+46;3,02E+45;3,48E-12;1,47E-11;0.2363451177180195;100.0;1,31E+48;0.585;0.015;7.67E44;1.95E43;0.382;0.0090;5,01E+47;1,24E+46;0.033;0.0070;4,29E+46;9,27E+45;0.186;0.024;80.44;1.28;2005A%26A...442L..39H;type2;false;false;false;false;false;true;false;false;false;false
3C109;3C 109;Haas05;04:13:40.40;+11:12:14.0;0.306;0.306; ;S1.8;MIR_AGNx;17.9;V; ; ; ;K (UKIRT);0.00682;6.31E-5; ; ; ; ;24 microns;0.165;0.041;70 microns;0.208;0.034;NVSS; ; ;5.219;34.958;39.961.715;2.676.723; ; ; ; ;1,97E+48;1,64E+47;1,83E+48;6,39E+46;1.9E45;5,86E+46;2,11E+48;4,91E+46;2,37E+48;3,17E+46;2.4E45;3.3E43;2,55E+48;3.98E43;2,75E+48;2,99E+46;2,76E+48;2,82E+46;2,46E+48;3,92E+46;0.00759610075251287;0;0.071;0.078;10.5;0.157;3,33E+47;7,74E+45;2,45E+46;2.79E43;0.088;0.052;2,96E+46;1.74E43;1.7;2;-1,24E+46;1,45E+46;-0.0392;0.0458;3.17E44;2,04E+46;-4,14E-11;4,82E-11;0.8587746489220042;0;2,60E+45;3,85E+45;0.0127;0.0189;2,04E+47;4,59E+45;8,64E-12;1,28E-11;0.6742388721462313;100.0;2,98E+48;0.771;0.0090;2,30E+48;2,80E+46;0.229;0.0070;6,80E+47;2,19E+46;0.0;0.0040;0.0;1,06E+46;-0.013;0.028;41.58;0.66;2005A%26A...442L..39H;type1.x;false;true;false;false;false;false;false;false;false;false
3C120;3C 120;Wu09;04:33:11.10;+05:21:16.0;0.033;0.033; ;S1.5;MIR_AGN1;15.05;V;R (Johnson);0.00904;6.02E-4;K_s_total (2MASS);0.0558;0.00162;0.09;0.0090; ; ;IRAS 25 microns;0.624;0.09360000000000002;IRAS 60 microns;1.38;0.207;NED;4.12;-99.0;5.681;36.672;5.499.516;35.500.484; ; ; ; ; ; ;1,32E+47;1,96E+45;1,35E+47;7,67E+44;1,66E+47;5,43E+44;1,72E+47;6,43E+44;1.72E44;4,93E+44;1,91E+47;4,18E+44;2,09E+47;5,89E+44;1,99E+47;8,13E+44;2,06E+47;4,24E+44;0.10686099555283762;0;0.161;0.011;10.5;0.0;1,52E+46;7,83E+43;2,66E+45;1,95E+44;0.192;0.014;2,95E+45;2,10E+44;14.01;0;8,95E+43;3,10E+44;0.0041;0.0144;2,16E+46;3,34E+44;3,62E-11;1,25E-10;0.28882682812020716;0;3,21E+44;7,10E+43;0.0207;0.0046;1,55E+46;9,18E+43;1,30E-10;2,87E-11;4.516.016.708.491.370;9.500.483.989.715.570;1,72E+47;0.758;0.0030;1,30E+47;5,97E+44;0.234;0.0020;4,03E+46;3,97E+44;0.0070;0.0020;1,23E+45;2,96E+44;-0.127;0.0060;2690.88;47.21;2009ApJ...701..658W;type1.x;false;true;false;false;false;false;false;false;false;false
3C129;WEIN 045;Leipski09;04:49:09.0;+45:00:39.2;0.0208;0.0208; ;FR-I;MIR_AGN2; ; ;R (Johnson);0.00207;2.11E-5;K_s_total (2MASS);0.0792;0.00267; ; ; ; ;IRS;0.006921;1,11E+12; ; ; ;NVSS; ; ;5.308;37.695;51.998.434;3.692.692; ; ; ; ;2,28E+45;3,80E+43;1,73E+45;5,06E+43;1,11E+45;1,97E+43;1,07E+45;1,22E+43;9,59E+44;1,31E+43;6,82E+44;2,65E+43;6,96E+44;2.18E40;7,67E+44;2,74E+43;8,19E+44;3,57E+43;8.35E41;2,08E+43;-0.018979223613695143;0;0.086;0.042;10.5;0.215;9,69E+43;5,88E+42;8.71E39;4,49E+42;0.041;0.045;3,03E+42;4,90E+42;0.62;2;-1,73E+42;7,79E+42;-0.0052;0.0236;3,30E+44;8,33E+42;-1,79E-12;8.08E-15;0.2219059447457748;0;1,26E+43;1,73E+42;0.1362;0.0189;9,21E+43;1.74E39;1,30E-11;1,79E-12;7.269.682.107.244.020;9.800.156.593.322.750;1,41E+45;0.94;0.0040;1,32E+45;6,33E+42;0.0;0.0;0.0;2,06E+28;0.06;0.0040;8,51E+43;6,33E+42;0.181;0.017;1626.08;27.1;2009ApJ...701..891L;no_AGN;false;false;false;false;false;false;false;false;false;true
3C15;3C 015;Leipski09;00:37:04.1;-01:09:08.1;0.073;0.073; ;FR-I;MIR_AGN1; ; ;r (SDSS CModel) AB;0.00349;-99.0;K_s_total (2MASS);0.0114;8.97E-4; ; ; ; ;IRS;0.008287000000000001;1,12E+11; ; ; ;NED;4.07;0.139;5.308;38.033;49.468.784;35.445.484; ; ; ; ;2,05E+46;4,65E+44;1.14E43;5,82E+44;1,34E+46;2.36E41;1,63E+46;1,62E+44;1,44E+46;1,83E+44;1,33E+46;2,95E+44;1,38E+46;2,88E+44;1,57E+46;3,89E+44;1.48E43;4,75E+44;1,18E+46;2,67E+44;0.30856454983004633;0;0.271;0.035;10.5;0.0;1,36E+45;3,07E+43;4,22E+44;5,41E+43;0.554;0.061;7,81E+44;6,95E+43;11.24;0;3.25E41;9,85E+43;0.1532;0.0471;2,12E+45;1,08E+44;2,53E-11;7,67E-12;330.074.319.386.753;0;5,12E+43;2.08E40;0.0378;0.0154;1,36E+45;2,05E+43;3.99E-15;1,62E-12;24.614.435.406.291.000;100.0;1,70E+46;0.884;0.0060;1.5E43;1,10E+44;0.116;0.0060;1,96E+45;1,10E+44;0.0;0.0;0.0;1,58E+29;-0.243;0.017;642.89;10.2;2009ApJ...701..891L;no_AGN;false;false;false;false;false;false;false;false;false;true
